date,industry_tone,microsoft_diff,twitter_diff,netflix_diff,wells_fargo_diff,goldman_sachs_diff,starbucks_diff,blackrock_diff,berkshire_hathaway_diff,pfizer_diff,mastercard_diff,walmart_diff,exxon_mobil_diff,dominion_diff,citigroup_diff,nextera_diff,chevron_diff,boeing_diff,honeywell_diff,morgan_stanley_diff,facebook_diff
2020-12-30,-0.001506075128902,0.0003350411532403,-0.0015056541564651,0.0007093797799647,0.0027174760723752,0.0006765927700064,0.0022259012338672,0.0024971889473774,0.0003705155168509,0.0004334625135929,-0.0067299390008386,0.0005064413346311,-0.0001632082380234,0.0006354626706247,0.0016124190366972,0.0006126425802767,-0.0015775983846779,0.000910154367266,0.0016274868067628,-0.0037679870078277,0.0013204252555638
2020-12-31,-0.0006988568128519,-0.0002288864107661,-0.0009463698530617,0.0021859387663787,-0.0006458421497264,0.0001830656176225,0.0018168658409195,-0.0002798624229368,0.0003570667898211,-0.0003525751759072,-0.0028552132365568,-7.827818657241451e-05,-0.0006881083245492,0.0004768825225419,-0.0037168040643927,0.0021218350724886,-9.350983927771893e-05,-0.0001754682171137,0.0025599413288355,0.0023205406051284,-3.057660103865313e-05
2021-01-01,-0.0008754950005932,-0.000709528160821,-0.001039914771986,0.0006022378318255,-0.001662254016029,0.0011692303601119,0.0020689103983471,-0.0016845079860959,-0.011278126778697,3.165608568763431e-05,-0.0021500634040298,-0.0004730691196952,0.0008206372521913,0.001728458399371,0.0021582307454466,0.0016366221788843,-0.0003495100924179,1.903510686324171e-05,-0.001662254016029,0.0002412972500439,0.0007830707380722
2021-01-02,-0.0006412262033268,-0.000422647335658,-0.0011263303237651,0.0002879755667418,-0.0010998670803545,0.0009566547724463,0.0003566032433619,-0.0005803133571934,0.0049711312942127,-0.000341265680441,0.0006412262033268,0.001388294001914,0.0004572766668291,0.0002687968888594,0.0009978241303415,0.0026172437877687,0.0005316823937964,0.0006253196116194,0.0022094069898107,0.0042097160413163,0.0001955131276984
2021-01-03,-0.0010810639140519,-0.0006716336730824,-0.0011749588699111,0.001203267457127,-0.0001600005142794,0.0004567211136813,0.0010311257749719,-0.0020256774524439,0.0032375748518754,0.0009380668448575,-0.0030465152620511,0.0008593581824723,0.001015849450234,0.0009387679014156,0.0006842485466739,0.0031772565831824,0.0016268378050792,0.0004703269259325,0.0032375748518754,0.0076023545072256,0.0002087042257443
2021-01-04,-0.000667413484049,0.0001854739035847,-0.0004346153671147,0.0016001753083113,0.00036586534088,0.0009197547119655,0.0005236495598056,-0.0005639757754561,0.0003932442950258,-0.00043285300009,-0.0099171927814121,1.0312047248772988e-05,-0.0008313665837568,0.0014448294295927,-0.0016362399388837,0.0010234565866504,0.0003255973338203,-0.0002675598586358,0.002169147150406,-0.0003612843481291,0.0005605887257284
2021-01-05,-0.0001166682159047,-0.0008340591523137,0.0002729758093744,-9.859627529226246e-05,-0.0007775074622061,0.0002437563361087,-0.0011919188771015,0.0011465546251848,-0.0004953056712813,-0.0005879657546184,-0.0003385830320752,-0.0004093046041758,0.0025166878726761,-0.0011745426555816,-0.0026279445405249,0.0022323417111591,0.0001880467420603,0.0003687332128556,0.0011123332872294,0.0005778183531699,7.704692753592238e-05
2021-01-06,-0.0006963042187727,-0.0002057409593555,-0.0006728389437242,0.0009708047341716,0.0012969543403572,-0.0011264920250727,0.0009460030578548,-0.0005961964828218,0.0002639143113472,-0.000460691110328,-0.0068129285185868,0.0012126678144879,-0.0001278316739549,-1.6482683058257805e-05,-0.0005087548444123,0.0015584814534894,0.0004565394820593,0.0006747744128911,0.002039218029965,-0.0002846562895638,0.0002759186532362
2021-01-07,-0.0005048044803557,0.0007898289644632,-0.0001046700573272,0.0008447663251269,-0.0003499835631331,-0.0003063619203665,0.0076721565488231,0.0004657726435511,0.0020581383391196,-2.9236105165333665e-05,-0.0003685014668753,0.0018764823162587,0.0002029932433519,0.0058755187510488,-0.0017683246063705,0.0020537300877486,-0.0005406291345141,0.0012564802492458,0.0023244877981256,0.0007814604658202,-0.0002830174514504
2021-01-08,-0.0004919856011092,-0.0001136784520502,0.0001804243760665,0.0012728778470068,-0.0008823703964469,-0.0018308962434574,0.0010297529034975,0.0016767491013488,0.0002640248468327,-0.0010815835598656,0.0003907157150156,2.0008645824092625e-05,8.102016545696302e-07,0.0021135013851727,-0.001392556069347,0.0002861507562,0.0001697467898584,-0.0020555082907643,0.0016468299307053,-0.000974599354045,-0.0005169288415465
2021-01-09,-0.0010122337855228,-0.0004627778578867,-0.0001283003565193,0.0011790780005618,0.0012883405098601,-0.0001690686734022,0.0001100946289865,-1.647841632415061e-05,0.0017390272056108,-0.0002127485437993,0.0028464655635612,0.0001731358299321,0.0004727826588094,0.0030643672810258,0.0016237126454106,0.0038978317660022,-0.0012220252229836,-0.0019357458585527,-0.0007245829773914,0.0004209755438788,-0.0001096157752996
2021-01-10,-0.0012645263213091,0.0006875537096258,-5.338487362401456e-05,0.0028298367239561,0.0018637010084094,-0.0022402927092831,0.0042631829108596,0.000989006741747,0.0005466924567787,-0.0002029814506494,0.0021115001684506,0.0011407507664078,0.0024891610739941,0.0005466924567787,-0.0019039227213814,0.0010921538315321,-8.3399717627098e-06,-0.0008316558258109,0.0007635067464743,0.0012645263213091,-0.0002754037144519
2021-01-11,-0.0003713325325195,-0.0003205126185945,-0.000596072395155,0.00098461080813,-0.0004016672680582,-0.0020697580959681,0.001234294155956,0.0044779812396024,0.0019023299737026,-0.0010045228922633,-0.0021425364828381,-0.0007255473133722,-0.0017354620738048,0.0004998653836662,-0.0007724840670137,0.0007767715180839,4.551091203605336e-05,-0.0006071548100348,0.0007946584556284,7.163055722410837e-05,0.0005088040990753
2021-01-12,-0.0010016598963837,0.000497921694138,-0.0010559204466676,0.0017460985524885,-0.0009204847922732,-0.0001846086491067,0.0054489998843348,0.0015478313197618,0.0012156123813555,-0.0017570499490103,0.0004622182305764,-0.0022743059708773,-0.0020902067894905,0.0030385199540562,0.0002887642477047,0.0029421715504722,0.0002557840677767,0.0008898584073684,0.0026316890205339,0.0002509041774939,-0.0001141434221193
